relative_path,size_bytes,extension,top_level,mtime_iso
codex_longrun_iscsic/behavior_rollouts_20260701_0406/representative_density_0p15_seed10003_trajectory_points.csv,735978,.csv,codex_longrun_iscsic,2026-07-01T04:10:51
codex_longrun_iscsic/behavior_rollouts_20260701_0406/representative_seed_search.csv,1657,.csv,codex_longrun_iscsic,2026-07-01T04:09:34
codex_longrun_iscsic/behavior_rollouts_20260701_0406/rollout_summary.csv,4329,.csv,codex_longrun_iscsic,2026-07-01T04:07:01
codex_longrun_iscsic/behavior_rollouts_20260701_0406/trajectory_points.csv,1193226,.csv,codex_longrun_iscsic,2026-07-01T04:07:01
codex_longrun_iscsic/check_supervision_status.py,8161,.py,codex_longrun_iscsic,2026-07-01T08:48:30
codex_longrun_iscsic/defensive_nenv16_s26_s28_summary.tsv,566,.tsv,codex_longrun_iscsic,2026-06-30T15:32:41
codex_longrun_iscsic/final_paper_manifest_20260701_0415/README.md,2036,.md,codex_longrun_iscsic,2026-07-01T08:39:24
codex_longrun_iscsic/final_paper_manifest_20260701_0415/claim_boundary_matrix.csv,879,.csv,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/figure_manifest.csv,1056,.csv,codex_longrun_iscsic,2026-07-01T04:21:24
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figure_manifest.csv,4378,.csv,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/behavior_rollouts/behavior_rollouts_density_0p15.pdf,44739,.pdf,codex_longrun_iscsic,2026-07-01T04:07:01
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/behavior_rollouts/behavior_rollouts_density_0p25.pdf,41085,.pdf,codex_longrun_iscsic,2026-07-01T04:07:02
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/behavior_rollouts/representative_density_0p15_seed10003.pdf,46420,.pdf,codex_longrun_iscsic,2026-07-01T04:10:51
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/framework/framework_diagram.pdf,14603,.pdf,codex_longrun_iscsic,2026-06-30T15:31:16
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/gated_risk_main_unseen_metrics.pdf,13466,.pdf,codex_longrun_iscsic,2026-07-01T03:42:21
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/gated_risk_robustness_control.pdf,14718,.pdf,codex_longrun_iscsic,2026-07-01T03:42:21
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/gated_risk_test_collision_by_density.pdf,13233,.pdf,codex_longrun_iscsic,2026-07-01T03:42:24
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/gated_risk_test_success_by_density.pdf,14225,.pdf,codex_longrun_iscsic,2026-07-01T03:42:24
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/guard_only_main_unseen_metrics.pdf,13466,.pdf,codex_longrun_iscsic,2026-06-30T19:24:42
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/guard_only_robustness_control.pdf,14718,.pdf,codex_longrun_iscsic,2026-06-30T19:24:42
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/guard_only_test_collision_by_density.pdf,12940,.pdf,codex_longrun_iscsic,2026-06-30T19:24:45
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/guard_only_test_success_by_density.pdf,13780,.pdf,codex_longrun_iscsic,2026-06-30T19:24:44
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/retuned_full_main_unseen_metrics.pdf,16119,.pdf,codex_longrun_iscsic,2026-06-30T22:29:01
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/retuned_full_robustness_control.pdf,19014,.pdf,codex_longrun_iscsic,2026-06-30T22:29:01
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/retuned_full_test_collision_by_density.pdf,12890,.pdf,codex_longrun_iscsic,2026-06-30T22:29:05
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/retuned_full_test_success_by_density.pdf,13369,.pdf,codex_longrun_iscsic,2026-06-30T22:29:05
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/shield_only_main_unseen_metrics.pdf,13466,.pdf,codex_longrun_iscsic,2026-06-30T20:59:12
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/shield_only_robustness_control.pdf,14718,.pdf,codex_longrun_iscsic,2026-06-30T20:59:13
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/shield_only_test_collision_by_density.pdf,13227,.pdf,codex_longrun_iscsic,2026-06-30T20:59:15
codex_longrun_iscsic/final_paper_manifest_20260701_0415/pdf_figures/source_single_seed_metrics/shield_only_test_success_by_density.pdf,13595,.pdf,codex_longrun_iscsic,2026-06-30T20:59:15
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table1_formal_main_all_densities.csv,7389,.csv,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table1_formal_main_d015.csv,2969,.csv,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table1_formal_main_d015.tex,938,.tex,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table2_ablation_d015.csv,1676,.csv,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table2_ablation_d015.tex,666,.tex,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table3_stress_ranked.csv,2193,.csv,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table3_stress_ranked.tex,1082,.tex,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table4_external_seed_robustness.csv,5037,.csv,codex_longrun_iscsic,2026-07-01T05:30:10
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table4_external_seed_robustness_d015_wilson95.csv,1151,.csv,codex_longrun_iscsic,2026-07-01T08:40:30
codex_longrun_iscsic/final_paper_manifest_20260701_0415/table_manifest.csv,1541,.csv,codex_longrun_iscsic,2026-07-01T08:40:30
codex_longrun_iscsic/paper_tables_20260701_0258/README_论文证据包.md,2376,.md,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/paper_tables_20260701_0258/ablation_mechanism_nenv16.csv,4558,.csv,codex_longrun_iscsic,2026-07-01T02:57:35
codex_longrun_iscsic/paper_tables_20260701_0258/behavior_rollout_addendum.md,1136,.md,codex_longrun_iscsic,2026-07-01T04:11:29
codex_longrun_iscsic/paper_tables_20260701_0258/claim_boundary_and_next_decisions.md,3736,.md,codex_longrun_iscsic,2026-07-01T04:11:29
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_addendum.md,2480,.md,codex_longrun_iscsic,2026-07-01T08:39:24
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_by_test_start.csv,4892,.csv,codex_longrun_iscsic,2026-07-01T05:30:10
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_d015_wilson95.csv,1151,.csv,codex_longrun_iscsic,2026-07-01T08:40:30
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_eval_units.csv,11663,.csv,codex_longrun_iscsic,2026-07-01T05:30:10
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_mean.csv,5037,.csv,codex_longrun_iscsic,2026-07-01T05:30:10
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_pending.md,286,.md,codex_longrun_iscsic,2026-07-01T08:39:24
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_rank_d015.csv,2858,.csv,codex_longrun_iscsic,2026-07-01T05:30:10
codex_longrun_iscsic/paper_tables_20260701_0258/external_seed_robustness_wilson95.csv,2185,.csv,codex_longrun_iscsic,2026-07-01T08:40:30
codex_longrun_iscsic/paper_tables_20260701_0258/final_manifest_addendum.md,324,.md,codex_longrun_iscsic,2026-07-01T04:20:43
codex_longrun_iscsic/paper_tables_20260701_0258/gated_risk_mechanism_addendum.csv,3308,.csv,codex_longrun_iscsic,2026-07-01T03:45:27
codex_longrun_iscsic/paper_tables_20260701_0258/gated_risk_mechanism_addendum.md,922,.md,codex_longrun_iscsic,2026-07-01T03:45:12
codex_longrun_iscsic/paper_tables_20260701_0258/gated_risk_stress_addendum.md,406,.md,codex_longrun_iscsic,2026-07-01T03:59:56
codex_longrun_iscsic/paper_tables_20260701_0258/gated_risk_stress_mean.csv,982,.csv,codex_longrun_iscsic,2026-07-01T03:59:56
codex_longrun_iscsic/paper_tables_20260701_0258/gated_risk_stress_rank_with_existing.csv,2180,.csv,codex_longrun_iscsic,2026-07-01T03:59:56
codex_longrun_iscsic/paper_tables_20260701_0258/main_comparators_nenv16.csv,6418,.csv,codex_longrun_iscsic,2026-07-01T02:57:35
codex_longrun_iscsic/paper_tables_20260701_0258/reviewer_statistics_notes.md,2045,.md,codex_longrun_iscsic,2026-07-01T08:40:30
codex_longrun_iscsic/paper_tables_20260701_0258/seed_level_robustness_formal.csv,14962,.csv,codex_longrun_iscsic,2026-07-01T04:04:23
codex_longrun_iscsic/paper_tables_20260701_0258/seed_level_robustness_stress.csv,4344,.csv,codex_longrun_iscsic,2026-07-01T04:04:23
codex_longrun_iscsic/paper_tables_20260701_0258/seed_paired_deltas_vs_guard_shield.csv,21124,.csv,codex_longrun_iscsic,2026-07-01T04:04:23
codex_longrun_iscsic/paper_tables_20260701_0258/stress_density_020_025.csv,3320,.csv,codex_longrun_iscsic,2026-07-01T02:57:35
codex_longrun_iscsic/reward_mechanism_screen_summary.csv,4036,.csv,codex_longrun_iscsic,2026-06-30T10:48:44
codex_longrun_iscsic/reward_mechanism_screen_summary.md,3607,.md,codex_longrun_iscsic,2026-06-30T10:48:44
codex_longrun_iscsic/run_defensive_ttc12_v18_s26_nenv16.sh,839,.sh,codex_longrun_iscsic,2026-06-30T14:25:31
codex_longrun_iscsic/run_defensive_ttc12_v18_s26_nenv32.sh,839,.sh,codex_longrun_iscsic,2026-06-30T14:45:48
codex_longrun_iscsic/run_defensive_ttc12_v18_s26_nenv8.sh,835,.sh,codex_longrun_iscsic,2026-06-30T14:00:18
codex_longrun_iscsic/run_defensive_ttc12_v18_s27_nenv16.sh,839,.sh,codex_longrun_iscsic,2026-06-30T14:42:35
codex_longrun_iscsic/run_defensive_ttc12_v18_s27_nenv8.sh,835,.sh,codex_longrun_iscsic,2026-06-30T14:21:39
codex_longrun_iscsic/run_defensive_ttc12_v18_s28_nenv16.sh,839,.sh,codex_longrun_iscsic,2026-06-30T15:16:56
codex_longrun_iscsic/run_external_seed_robustness_nenv16_20260701_0425.sh,12584,.sh,codex_longrun_iscsic,2026-07-01T04:26:03
codex_longrun_iscsic/run_formal_variant_nenv16.sh,2138,.sh,codex_longrun_iscsic,2026-06-30T15:26:19
codex_longrun_iscsic/supervision_status_latest.md,2313,.md,codex_longrun_iscsic,2026-07-01T09:37:51
iscsic_template_2026/extracted/IEEE Template/IEEE conference-latex-template.zip,855435,.zip,iscsic_template_2026,2024-08-21T14:40:54
iscsic_template_2026/extracted/IEEE Template/IEEE conference-template-a4.docx,33858,.docx,iscsic_template_2026,2024-08-21T14:39:20
iscsic_template_2026/extracted_latex/IEEE-conference-template-062824/IEEE-conference-template-062824.pdf,154495,.pdf,iscsic_template_2026,2026-07-01T09:12:32
iscsic_template_2026/extracted_latex/IEEE-conference-template-062824/IEEE-conference-template-062824.synctex.gz,48323,.gz,iscsic_template_2026,2026-07-01T09:12:32
iscsic_template_2026/extracted_latex/IEEE-conference-template-062824/IEEE-conference-template-062824.tex,16374,.tex,iscsic_template_2026,2026-07-01T09:12:32
iscsic_template_2026/extracted_latex/IEEE-conference-template-062824/IEEEtran.cls,288304,.cls,iscsic_template_2026,2026-07-01T09:12:32
iscsic_template_2026/extracted_latex/IEEE-conference-template-062824/IEEEtran_HOWTO.pdf,671626,.pdf,iscsic_template_2026,2026-07-01T09:12:32
iscsic_template_2026/extracted_latex/IEEE-conference-template-062824/fig1.png,13815,.png,iscsic_template_2026,2026-07-01T09:12:32
iscsic_template_2026/full_paper_template.zip,886071,.zip,iscsic_template_2026,2026-07-01T09:07:20
iscsic_template_2026/title_page.docx,1958491,.docx,iscsic_template_2026,2026-07-01T09:07:21
iscsic_zh_draft_20260701/FINAL_STATUS_20260701_0916.md,2599,.md,iscsic_zh_draft_20260701,2026-07-01T09:17:57
iscsic_zh_draft_20260701/IEEEtran.cls,288304,.cls,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/README.md,1074,.md,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/artifacts/ISCSIC_REQUIREMENTS_2026.md,1074,.md,iscsic_zh_draft_20260701,2026-07-01T09:17:00
iscsic_zh_draft_20260701/artifacts/all_outputs_summary.md,703,.md,iscsic_zh_draft_20260701,2026-07-01T09:17:35
iscsic_zh_draft_20260701/artifacts/all_result_files_inventory.csv,1818133,.csv,iscsic_zh_draft_20260701,2026-07-01T09:17:35
iscsic_zh_draft_20260701/artifacts/claim_register.md,718,.md,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/artifacts/evidence_bank.md,1639,.md,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/artifacts/figure_asset_map.md,730,.md,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/artifacts/result_inventory_decisions.csv,4123,.csv,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/artifacts/source_map.md,1571,.md,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/artifacts/writing_rationale_matrix.md,1661,.md,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/compile_bibtex.log,346,.log,iscsic_zh_draft_20260701,2026-07-01T09:16:26
iscsic_zh_draft_20260701/compile_xelatex1.log,7383,.log,iscsic_zh_draft_20260701,2026-07-01T09:16:26
iscsic_zh_draft_20260701/compile_xelatex2.log,6870,.log,iscsic_zh_draft_20260701,2026-07-01T09:16:27
iscsic_zh_draft_20260701/compile_xelatex3.log,5822,.log,iscsic_zh_draft_20260701,2026-07-01T09:16:27
iscsic_zh_draft_20260701/figures/ablation_results.dat,152,.dat,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/external_ci.dat,261,.dat,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/external_ci_inline.dat,178,.dat,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/fig1_method_overview.aux,32,.aux,iscsic_zh_draft_20260701,2026-07-01T09:15:04
iscsic_zh_draft_20260701/figures/fig1_method_overview.compile.log,13654,.log,iscsic_zh_draft_20260701,2026-07-01T09:15:04
iscsic_zh_draft_20260701/figures/fig1_method_overview.log,33734,.log,iscsic_zh_draft_20260701,2026-07-01T09:15:04
iscsic_zh_draft_20260701/figures/fig1_method_overview.pdf,42615,.pdf,iscsic_zh_draft_20260701,2026-07-01T09:15:04
iscsic_zh_draft_20260701/figures/fig1_method_overview.tex,2500,.tex,iscsic_zh_draft_20260701,2026-07-01T09:15:03
iscsic_zh_draft_20260701/figures/fig2_formal_results.aux,32,.aux,iscsic_zh_draft_20260701,2026-07-01T09:12:53
iscsic_zh_draft_20260701/figures/fig2_formal_results.compile.log,13654,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:54
iscsic_zh_draft_20260701/figures/fig2_formal_results.log,33956,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:54
iscsic_zh_draft_20260701/figures/fig2_formal_results.pdf,13652,.pdf,iscsic_zh_draft_20260701,2026-07-01T09:12:54
iscsic_zh_draft_20260701/figures/fig2_formal_results.tex,1161,.tex,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/fig3_ablation_results.aux,32,.aux,iscsic_zh_draft_20260701,2026-07-01T09:12:54
iscsic_zh_draft_20260701/figures/fig3_ablation_results.compile.log,13664,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:54
iscsic_zh_draft_20260701/figures/fig3_ablation_results.log,33974,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:54
iscsic_zh_draft_20260701/figures/fig3_ablation_results.pdf,12824,.pdf,iscsic_zh_draft_20260701,2026-07-01T09:12:54
iscsic_zh_draft_20260701/figures/fig3_ablation_results.tex,1150,.tex,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/fig4_stress_results.aux,32,.aux,iscsic_zh_draft_20260701,2026-07-01T09:12:55
iscsic_zh_draft_20260701/figures/fig4_stress_results.compile.log,13654,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:55
iscsic_zh_draft_20260701/figures/fig4_stress_results.log,33839,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:55
iscsic_zh_draft_20260701/figures/fig4_stress_results.pdf,12579,.pdf,iscsic_zh_draft_20260701,2026-07-01T09:12:55
iscsic_zh_draft_20260701/figures/fig4_stress_results.tex,1479,.tex,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/fig5_external_seed_ci.aux,32,.aux,iscsic_zh_draft_20260701,2026-07-01T09:12:56
iscsic_zh_draft_20260701/figures/fig5_external_seed_ci.compile.log,13664,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:56
iscsic_zh_draft_20260701/figures/fig5_external_seed_ci.log,33893,.log,iscsic_zh_draft_20260701,2026-07-01T09:12:56
iscsic_zh_draft_20260701/figures/fig5_external_seed_ci.pdf,10165,.pdf,iscsic_zh_draft_20260701,2026-07-01T09:12:56
iscsic_zh_draft_20260701/figures/fig5_external_seed_ci.tex,911,.tex,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/fig6_behavior_rollouts_d015.pdf,44739,.pdf,iscsic_zh_draft_20260701,2026-07-01T04:07:01
iscsic_zh_draft_20260701/figures/fig7_representative_seed10003.pdf,46420,.pdf,iscsic_zh_draft_20260701,2026-07-01T04:10:51
iscsic_zh_draft_20260701/figures/formal_results.dat,243,.dat,iscsic_zh_draft_20260701,2026-07-01T09:12:32
iscsic_zh_draft_20260701/figures/preview_png/fig1_method_overview.png,106874,.png,iscsic_zh_draft_20260701,2026-07-01T09:15:04
